JnlTitle,Publisher,PubCountry,Fee,WaiverPolicy,Identifiers,FirstYear,Language,ReviewProcess,Plagiarism,Sub2Pub,JnlLicense,AuthorCopyright,DOAJ_Seal
Psychological Thought,PsychOpen,Germany,No,NA,DOI,2012,"Bulgarian, English",Double blind peer review,Yes,25,CC BY,TRUE,Yes
Agricultural and Food Economics,Springer,United Kingdom,Yes,Yes,DOI,2013,English,Double blind peer review,Yes,13,CC BY,TRUE,Yes
Crime Science,Springer,United Kingdom,Yes,Yes,DOI,2012,English,Double blind peer review,Yes,13,CC BY,TRUE,Yes
GMS Interdisciplinary Plastic and Reconstructive Surgery DGPW,German Medical Science GMS Publishing House,Germany,No,NA,"DOI, URN",2012,"English, German",Blind peer review,NA,11,CC BY,TRUE,Yes
IZA Journal of Labor Economics,Springer,Germany,No,Yes,DOI,2012,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
IZA Journal of Labor Policy,Springer,United Kingdom,No,NA,DOI,2012,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
IZA Journal of European Labor Studies,Springer,United Kingdom,No,NA,DOI,2012,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
IZA Journal of Labor & Development,Springer,Germany,No,Yes,DOI,2012,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Progress in Biomaterials,Springer,Germany,No,Yes,DOI,2012,English,Peer review,Yes,13,CC BY,TRUE,Yes
Materials for Renewable and Sustainable Energy,Springer,Germany,No,NA,DOI,2012,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Complex Adaptive Systems Modeling,Springer,United Kingdom,Yes,Yes,DOI,2013,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
International Journal of Bipolar Disorders,Springer,United Kingdom,Yes,Yes,DOI,2013,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Health & Justice,Springer,Germany,Yes,Yes,DOI,2013,English,Double blind peer review,Yes,13,CC BY,TRUE,Yes
Journal of Sensors and Sensor Systems,Copernicus Publications,Germany,Yes,Yes,DOI,2012,English,Peer review,Yes,23,CC BY,TRUE,Yes
Journal of Software Engineering Research and Development,Springer,Germany,Yes,Yes,DOI,2013,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Asian Journal of Gambling Issues and Public Health,Springer,United Kingdom,Yes,Yes,DOI,2013,English,Double blind peer review,Yes,13,CC BY,TRUE,Yes
International Journal of Recycling of Organic Waste in Agriculture,Springer,Germany,No,NA,DOI,2012,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Journal of Social and Political Psychology,PsychOpen,Germany,No,NA,DOI,2013,English,Double blind peer review,NA,40,CC BY,TRUE,Yes
Data Envelopment Analysis and Decision Science,International Scientific Publications and Consulting Services (ISPACS),Germany,No,NA,DOI,2012,English,Peer review,Yes,12,CC BY,TRUE,Yes
Geothermal Energy Science,Copernicus Publications,Germany,Yes,Yes,DOI,2013,English,Blind peer review,Yes,39,CC BY,TRUE,Yes
Journal of Soft Computing and Applications,International Scientific Publications and Consulting Services (ISPACS),Germany,No,NA,DOI,2012,English,Peer review,Yes,12,CC BY,TRUE,Yes
Journal of Statistical Distributions and Applications,Springer,United Kingdom,Yes,Yes,DOI,2014,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
EPJ Techniques and Instrumentation,Springer,Germany,Yes,Yes,DOI,2014,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
European Journal of Counselling Psychology,PsychOpen,Germany,No,NA,DOI,2009,English,Double blind peer review,Yes,40,CC BY,TRUE,Yes
"Life Sciences, Society and Policy",Springer,Germany,No,NA,DOI,2013,English,Blind peer review,Yes,18,CC BY,TRUE,Yes
GMS Infectious Diseases,German Medical Science GMS Publishing House,Germany,No,NA,"DOI, URN",2013,English,Blind peer review,NA,17,CC BY,TRUE,Yes
Geothermal Energy,Springer,Germany,No,NA,DOI,2013,English,Blind peer review,Yes,8,CC BY,TRUE,Yes
Applied Informatics,Springer,United Kingdom,Yes,Yes,DOI,2014,English,Blind peer review,Yes,5,CC BY,TRUE,Yes
Large-scale Assessments in Education,Springer,United Kingdom,No,NA,DOI,2013,English,Double blind peer review,Yes,13,CC BY,TRUE,Yes
Brazilian Journal of Science and Technology,Springer,Germany,Yes,Yes,DOI,2014,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Geoscience Letters,Springer,Switzerland,Yes,Yes,DOI,2014,English,Blind peer review,Yes,25,CC BY,TRUE,Yes
Functional Linguistics,Springer,United Kingdom,No,NA,DOI,2014,English,Double blind peer review,Yes,5,CC BY,TRUE,Yes
Latin American Economic Review,Springer,Germany,No,Yes,DOI,2014,English,Peer review,Yes,13,CC BY,TRUE,Yes
GMS Hygiene and Infection Control,German Medical Science GMS Publishing House,Germany,No,NA,"DOI, URN",2013,"English, German",Peer review,NA,10,CC BY-NC-ND,TRUE,Yes
Journal of Modern Power Systems and Clean Energy,Springer,Germany,No,Yes,DOI,2013,English,Peer review,Yes,13,CC BY,TRUE,Yes
China Finance and Economic Review,Springer,Germany,No,NA,DOI,2013,English,Blind peer review,Yes,6,CC BY,TRUE,Yes
Chemical and Biological Technologies in Agriculture,Springer,United Kingdom,Yes,Yes,DOI,2014,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Earth Surface Dynamics,Copernicus Publications,Germany,No,NA,DOI,2013,English,Peer review,Yes,20,CC BY,TRUE,Yes
Smart Learning Environments,Springer,Germany,Yes,Yes,DOI,2014,English,Double blind peer review,Yes,19,CC BY,TRUE,Yes
Vietnam Journal of Computer Science,Springer,Germany,No,Yes,DOI,2013,English,Peer review,Yes,13,CC BY,TRUE,Yes
Journal of Experimental Orthopaedics,Springer,Germany,Yes,Yes,DOI,2014,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Triple Helix,Springer,Germany,Yes,Yes,DOI,2013,English,Double blind peer review,Yes,13,CC BY,TRUE,Yes
Robotics and Biomimetics,Springer,United Kingdom,Yes,Yes,DOI,2014,English,Blind peer review,Yes,5,CC BY,TRUE,Yes
Intensive Care Medicine Experimental,Springer,Germany,Yes,Yes,DOI,2013,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Progress in Earth and Planetary Science,Springer,Germany,Yes,Yes,DOI,2014,English,Blind peer review,Yes,31,CC BY,TRUE,Yes
Computational Social Networks ,Springer,Germany,Yes,Yes,DOI,2014,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Lingua Sinica,Springer,Germany,No,NA,DOI,2015,English,Blind peer review,Yes,5,CC BY,TRUE,Yes
Fashion and Textiles,Springer,Germany,No,Yes,DOI,2014,English,Double blind peer review,Yes,13,CC BY,TRUE,Yes
Advanced Structural and Chemical Imaging,Springer,United Kingdom,Yes,Yes,DOI,2015,English,Blind peer review,Yes,15,CC BY,TRUE,Yes
International Journal of Mechanical and Materials Engineering,Springer,Singapore,Yes,Yes,DOI,2014,English,Double blind peer review,Yes,13,CC BY,TRUE,Yes
Bandung: Journal of the Global South,Springer,United Kingdom,Yes,Yes,DOI,2015,English,Double blind peer review,Yes,5,CC BY,TRUE,Yes
Brain Informatics,Springer,Germany,No,NA,DOI,2014,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Pacific Journal of Mathematics for Industry,Springer,United Kingdom,No,NA,DOI,2014,English,Blind peer review,Yes,5,CC BY,TRUE,Yes
"Renewables: Wind, Water, and Solar",Springer,United Kingdom,Yes,Yes,DOI,2015,English,Double blind peer review,Yes,5,CC BY,TRUE,Yes
SOIL,Copernicus Publications,Germany,Yes,Yes,DOI,2015,English,Peer review,Yes,30,CC BY,TRUE,Yes
Financial Innovation,Springer,United Kingdom,No,NA,DOI,2015,English,Double blind peer review,Yes,5,CC BY,TRUE,Yes
Urban Rail Transit,Springer,Germany,No,NA,DOI,2015,English,Double blind peer review,Yes,5,CC BY,TRUE,Yes
"Journal of Open Innovation: Technology, Market and Complexity",Springer,United Kingdom,Yes,Yes,DOI,2015,English,Double blind peer review,Yes,5,CC BY,TRUE,Yes
Proceedings of the International Association of Hydrological Sciences,Copernicus Publications,Germany,Yes,NA,DOI,2014,English,Peer review,NA,12,CC BY,TRUE,Yes
Advances in Bioscience and Clinical Medicine,Australian International Academic Centre PTY.LTD.,Australia,Yes,Yes,DOI,2013,English,Double blind peer review,Yes,6,CC BY,TRUE,Yes
Organisational Project Management,UTS ePRESS,Australia,No,NA,DOI,2014,English,Double blind peer review,Yes,7,CC BY,TRUE,Yes
Construction Economics and Building,UTS ePRESS,Australia,No,NA,DOI,2001,English,Double blind peer review,Yes,20,CC BY,TRUE,Yes
Student Success,Queensland University of Technology,Australia,No,NA,DOI,2011,English,Double blind peer review,Yes,20,CC BY,TRUE,Yes
Analytical Cellular Pathology ,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2010,English,Blind peer review,Yes,14,CC BY,TRUE,Yes
Psychology of Well-Being,Springer,United Kingdom,Yes,Yes,DOI,2011,English,Double blind peer review,Yes,13,CC BY,TRUE,Yes
Visualization in Engineering,Springer,United Kingdom,Yes,Yes,DOI,2013,English,Double blind peer review,Yes,13,CC BY,TRUE,Yes
Advanced Modeling and Simulation in Engineering Sciences,Springer,Netherlands,Yes,Yes,DOI,2014,English,Blind peer review,Yes,30,CC BY,TRUE,Yes
Tijdschrift voor Mediageschiedenis,Netherlands Institute for Sound and Vision,Netherlands,No,NA,DOI,1998,"Dutch; Flemish, English",Editorial review,NA,20,CC BY,TRUE,Yes
Micro and Nano Systems Letters,Springer,United Kingdom,No,NA,DOI,2013,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
"International Journal for History, Culture and Modernity",Utrecht University Library Open Access Journals (Publishing Services),Netherlands,No,NA,DOI,2013,English,Blind peer review,NA,40,CC BY,TRUE,Yes
Schizophrenia Research: Cognition,Elsevier,United States,Yes,Yes,DOI,2014,English,Blind peer review,Yes,20,CC BY,TRUE,Yes
Metabolites,MDPI AG,Switzerland,Yes,NA,DOI,2011,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
Universe,MDPI AG,Switzerland,No,NA,DOI,2015,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
Atoms,MDPI AG,Switzerland,No,NA,DOI,2013,English,Blind peer review,Yes,8,CC BY,TRUE,Yes
Biomolecules,MDPI AG,Switzerland,Yes,NA,DOI,2011,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
International Journal of Transactional Analysis Research, Psychological Intelligence Foundation CIC,United Kingdom,No,NA,DOI,2017,English,Blind peer review,Yes,12,CC BY,TRUE,Yes
Robotics,MDPI AG,Switzerland,Yes,NA,DOI,2012,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
ISPRS International Journal of Geo-Information,MDPI AG,Switzerland,Yes,NA,DOI,2012,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
Journal of Developmental Biology,MDPI AG,Switzerland,Yes,NA,DOI,2013,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
Journal of European Psychology Students,Ubiquity Press,United Kingdom,Yes,NA,DOI,2009,English,Double blind peer review,Yes,53,CC BY,TRUE,Yes
Yesterday&Today,North-West University,South Africa,Yes,NA,DOI,1981,English,Blind peer review,NA,12,CC BY,TRUE,Yes
Friction,Springer,China,No,NA,DOI,2013,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Plants,MDPI AG,Switzerland,Yes,NA,DOI,2012,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
African Journal of Disability,AOSIS,South Africa,Yes,Yes,DOI,2012,English,Double blind peer review,Yes,20,CC BY,TRUE,Yes
Journal of Sensor and Actuator Networks,MDPI AG,Switzerland,Yes,NA,DOI,2012,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
Econometrics,MDPI AG,Switzerland,No,NA,DOI,2013,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
Climate,MDPI AG,Switzerland,Yes,NA,DOI,2013,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
African Journal of Laboratory Medicine,AOSIS,South Africa,No,NA,DOI,2012,English,Double blind peer review,Yes,12,CC BY,TRUE,Yes
Apuntes Universitarios,"	Dirección General de Investigación, Universidad Peruana Unión",Peru,No,NA,DOI,2011,"English, Portuguese, Spanish; Castilian",Double blind peer review,Yes,10,CC BY,TRUE,Yes
Russian Journal of Agricultural and Socio-Economic Sciences,Russian Journal of Agricultural and Socio-Economic Sciences,Russian Federation,Yes,NA,DOI,2012,"English, Russian",Peer review,NA,12,CC BY,TRUE,Yes
Journal of Advanced Ceramics,Springer,Germany,No,NA,DOI,2012,English,Double blind peer review,Yes,13,CC BY,TRUE,Yes
Aerospace (Basel),MDPI AG,Switzerland,No,NA,DOI,2014,English,Blind peer review,Yes,6,CC BY,TRUE,Yes
Pharmacy,MDPI AG,Switzerland,Yes,NA,DOI,2013,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
Technologies (Basel),MDPI AG,Switzerland,No,NA,DOI,2013,English,Blind peer review,Yes,6,CC BY,TRUE,Yes
Economies,MDPI AG,Switzerland,No,NA,DOI,2013,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
Proteomes,MDPI AG,Switzerland,Yes,NA,DOI,2013,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
Mathematics,MDPI AG,Switzerland,Yes,NA,DOI,2013,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
Chemosensors,MDPI AG,Switzerland,Yes,NA,DOI,2013,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
Biomedicines,MDPI AG,Switzerland,No,NA,DOI,2013,English,Blind peer review,Yes,8,CC BY,TRUE,Yes
Children (Basel) ,MDPI AG,Switzerland,No,NA,DOI,2014,English,Blind peer review,Yes,6,CC BY,TRUE,Yes
Chromatography,MDPI AG,Switzerland,No,NA,DOI,2014,English,Blind peer review,Yes,8,CC BY,TRUE,Yes
Risks,MDPI AG,Switzerland,Yes,NA,DOI,2013,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
Informatics (Basel),MDPI AG,Switzerland,No,NA,DOI,2014,English,Blind peer review,Yes,6,CC BY,TRUE,Yes
International Journal of Industrial Chemistry,Springer,Germany,No,NA,DOI,2010,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Journal of Global Entrepreneurship Research,Springer,"Iran, Islamic Republic of",No,Yes,DOI,2014,English,Double blind peer review,Yes,13,CC BY,TRUE,Yes
Fisheries and Aquatic Sciences,BioMed Central,United Kingdom,Yes,Yes,DOI,2016,English,Blind peer review,Yes,15,CC BY,TRUE,Yes
Frontiers in Oncology,Frontiers Media S.A.,Switzerland,Yes,Yes,DOI,2011,English,Blind peer review,Yes,14,CC BY,TRUE,Yes
Frontiers in Cellular and Infection Microbiology,Frontiers Media S.A.,Switzerland,Yes,Yes,DOI,2011,English,Blind peer review,Yes,14,CC BY,TRUE,Yes
MAP Kinase,PAGEPress Publications,Italy,No,Yes,DOI,2012,English,Blind peer review,Yes,10,CC BY-NC,TRUE,Yes
Anuac,Associazione Nazionale Universitaria Antropologi Culturali,Italy,No,NA,DOI,2012,"English, French, Italian, Portuguese, Spanish; Castilian",Double blind peer review,NA,6,CC BY,TRUE,Yes
Italian Journal of Food Safety,PAGEPress Publications,Italy,Yes,Yes,DOI,2008,"English, Italian",Blind peer review,Yes,10,CC BY-NC,TRUE,Yes
Farmeconomia: Health Economics and Therapeutic Pathways,SEEd Medical Publishers,Italy,Yes,Yes,DOI,2012,English,Double blind peer review,Yes,8,CC BY-NC,TRUE,Yes
Intrecci d'arte,University of Bologna,Italy,No,NA,DOI,2012,Italian,Blind peer review,NA,10,CC BY,TRUE,Yes
Journal of Diabetes & Metabolic Disorders,BioMed Central,United Kingdom,Yes,Yes,DOI,2012,English,Blind peer review,Yes,16,CC BY,TRUE,Yes
Journal of Theoretical and Applied Physics,Springer,Germany,No,NA,DOI,2012,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
SHS Web of Conferences,EDP Sciences,France,No,NA,DOI,2012,"English, French",Editorial review,NA,6,CC BY,TRUE,Yes
Manufacturing Review,EDP Sciences,France,Yes,Yes,DOI,2014,English,Peer review,Yes,8,CC BY,TRUE,Yes
E3S Web of Conferences,EDP Sciences,France,No,NA,DOI,2013,"English, French",Editorial review,NA,6,CC BY,TRUE,Yes
Veins and Lymphatics,PAGEPress Publications,Italy,No,Yes,DOI,2012,English,Blind peer review,Yes,10,CC BY-NC,TRUE,Yes
Journal of Public Health Research,PAGEPress Publications,Italy,No,Yes,DOI,2012,English,Blind peer review,Yes,10,CC BY-NC,TRUE,Yes
RT. A Journal on Research Policy and Evaluation,Università degli Studi di Milano,Italy,No,NA,DOI,2013,"English, Italian",Peer review,NA,6,CC BY,TRUE,Yes
International Journal of Child Care and Education Policy,Springer,"Korea, Republic of",No,Yes,DOI,2014,English,Double blind peer review,Yes,13,CC BY,TRUE,Yes
Maxillofacial Plastic and Reconstructive Surgery,Springer,"Korea, Republic of",Yes,Yes,DOI,2015,English,Double blind peer review,Yes,13,CC BY,TRUE,Yes
Canadian Journal of Gastroenterology and Hepatology,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2014,English,Blind peer review,Yes,37,CC BY,TRUE,Yes
Frontiers in Pediatrics,Frontiers Media S.A.,Switzerland,Yes,Yes,DOI,2013,English,Blind peer review,Yes,14,CC BY,TRUE,Yes
Frontiers in Public Health,Frontiers Media S.A.,Switzerland,Yes,Yes,DOI,2013,English,Blind peer review,Yes,14,CC BY,TRUE,Yes
Frontiers in Chemistry,Frontiers Media S.A.,Switzerland,Yes,Yes,DOI,2013,English,Blind peer review,Yes,12,CC BY,FALSE,Yes
Frontiers in Bioengineering and Biotechnology,Frontiers Media S.A.,Switzerland,Yes,Yes,DOI,2013,English,Blind peer review,Yes,12,CC BY,FALSE,Yes
Frontiers in Physics,Frontiers Media S.A.,Switzerland,Yes,Yes,DOI,2013,English,Blind peer review,Yes,12,CC BY,TRUE,Yes
Frontiers in Energy Research,Frontiers Media S.A.,Switzerland,Yes,Yes,DOI,2013,English,Blind peer review,Yes,12,CC BY,FALSE,Yes
Frontiers in Cell and Developmental Biology,Frontiers Media S.A.,Switzerland,Yes,Yes,DOI,2013,English,Blind peer review,Yes,12,CC BY,TRUE,Yes
Frontiers in Earth Science,Frontiers Media S.A.,Switzerland,Yes,Yes,DOI,2013,English,Blind peer review,Yes,12,CC BY,TRUE,Yes
Frontiers in Environmental Science,Frontiers Media S.A.,Switzerland,Yes,Yes,DOI,2013,English,Blind peer review,Yes,12,CC BY,TRUE,Yes
Frontiers in Ecology and Evolution,Frontiers Media S.A.,Switzerland,Yes,Yes,DOI,2013,English,Blind peer review,Yes,12,CC BY,TRUE,Yes
Frontiers in Marine Science,Frontiers Media S.A.,Switzerland,Yes,Yes,DOI,2014,English,Blind peer review,Yes,14,CC BY,TRUE,Yes
Frontiers in Materials,Frontiers Media S.A.,Switzerland,Yes,Yes,DOI,2014,English,Blind peer review,Yes,12,CC BY,TRUE,Yes
Frontiers in Medicine,Frontiers Media S.A.,Switzerland,Yes,Yes,DOI,2014,English,Blind peer review,Yes,12,CC BY,TRUE,Yes
Frontiers in Nutrition,Frontiers Media S.A.,Switzerland,Yes,Yes,DOI,2014,English,Blind peer review,Yes,12,CC BY,TRUE,Yes
Frontiers in Surgery,Frontiers Media S.A.,Switzerland,Yes,Yes,DOI,2014,English,Blind peer review,Yes,12,CC BY,TRUE,Yes
Frontiers in Molecular Biosciences,Frontiers Media S.A.,Switzerland,Yes,Yes,DOI,2014,English,Blind peer review,Yes,14,CC BY,TRUE,Yes
Frontiers in Robotics and AI,Frontiers Media S.A.,Switzerland,Yes,Yes,DOI,2014,English,Blind peer review,Yes,14,CC BY,TRUE,Yes
Frontiers in Astronomy and Space Sciences,Frontiers Media S.A.,Switzerland,Yes,Yes,DOI,2015,English,Blind peer review,Yes,14,CC BY,TRUE,Yes
Frontiers in Cardiovascular Medicine,Frontiers Media S.A.,Switzerland,Yes,Yes,DOI,2014,English,Blind peer review,Yes,14,CC BY,TRUE,Yes
sui-generis,Daniel Huerlimann,Switzerland,No,NA,DOI,2014,"English, French, German, Italian",Peer review,NA,3,CC BY-SA,TRUE,Yes
Frontiers in Veterinary Science,Frontiers Media S.A.,Switzerland,Yes,Yes,DOI,2014,English,Blind peer review,Yes,14,CC BY,TRUE,Yes
Frontiers in ICT,Frontiers Media S.A.,Switzerland,Yes,Yes,DOI,2014,English,Blind peer review,Yes,14,CC BY,TRUE,Yes
Frontiers in Digital Humanities,Frontiers Media S.A.,Switzerland,Yes,Yes,DOI,2015,English,Blind peer review,NA,14,CC BY,TRUE,Yes
Frontiers in Mechanical Engineering,Frontiers Media S.A.,Switzerland,Yes,Yes,DOI,2015,English,Blind peer review,Yes,14,CC BY,TRUE,Yes
Frontiers in Built Environment,Frontiers Media S.A.,Switzerland,Yes,Yes,DOI,2015,English,Blind peer review,Yes,14,CC BY,TRUE,Yes
Frontiers in Applied Mathematics and Statistics,Frontiers Media S.A.,Switzerland,Yes,Yes,DOI,2015,English,Blind peer review,Yes,14,CC BY,TRUE,Yes
Organic Farming,Librelloph,Switzerland,Yes,Yes,DOI,2015,English,Blind peer review,NA,4,CC BY,TRUE,Yes
Frontiers in Sociology,Frontiers Media S.A.,Switzerland,Yes,Yes,DOI,2016,English,Blind peer review,NA,14,CC BY,TRUE,Yes
Photonics,MDPI AG,Switzerland,No,NA,DOI,2014,English,Blind peer review,Yes,8,CC BY,TRUE,Yes
Inorganics (Basel),MDPI AG,Switzerland,Yes,NA,DOI,2013,English,Blind peer review,Yes,6,CC BY,TRUE,Yes
Dentistry Journal,MDPI AG,Switzerland,Yes,NA,DOI,2013,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
Publications,MDPI AG,Switzerland,No,NA,DOI,2013,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
Foods,MDPI AG,Switzerland,Yes,NA,DOI,2012,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
Logistics,MDPI AG,United States,No,NA,DOI,2017,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
Toxics,MDPI AG,Switzerland,No,NA,DOI,2013,English,Blind peer review,Yes,6,CC BY,TRUE,Yes
Medicines,MDPI AG,Switzerland,No,NA,DOI,2014,English,Blind peer review,Yes,6,CC BY,TRUE,Yes
Global Cardiology Science & Practice ,Magdi Yacoub Institute,Qatar,No,NA,DOI,2011,English,Blind peer review,NA,25,CC BY,TRUE,Yes
Vestnik Volgogradskogo Gosudarstvennogo Universiteta. Seriâ 11. Estestvennye Nauki,Volgograd State University,Russian Federation,No,NA,DOI,2011,Russian,Double blind peer review,Yes,7,CC BY,TRUE,Yes
Hydrology,MDPI AG,Switzerland,No,NA,DOI,2014,English,Blind peer review,Yes,6,CC BY,TRUE,Yes
Bioengineering (Basel),MDPI AG,Switzerland,No,NA,DOI,2014,English,Blind peer review,Yes,6,CC BY,TRUE,Yes
Beverages,MDPI AG,Switzerland,No,NA,DOI,2015,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
Veterinary Sciences ,MDPI AG,Switzerland,No,NA,DOI,2014,English,Blind peer review,Yes,6,CC BY,TRUE,Yes
Journal of Cardiovascular Development and Disease,MDPI AG,Switzerland,No,NA,DOI,2014,English,Blind peer review,Yes,8,CC BY,TRUE,Yes
Journal of Fungi,MDPI AG,Switzerland,No,NA,DOI,2015,English,Blind peer review,Yes,11,CC BY,TRUE,Yes
African Evaluation Journal,AOSIS,South Africa,Yes,NA,DOI,2013,"English, French",Double blind peer review,Yes,20,CC BY,TRUE,Yes
Journal of Transport and Supply Chain Management,AOSIS,South Africa,No,NA,DOI,2007,English,Double blind peer review,Yes,20,CC BY,TRUE,Yes
Microbial Cell,Shared Science Publishers OG,Austria,Yes,Yes,DOI,2014,English,Peer review,NA,12,CC BY,TRUE,Yes
Nano-Micro Letters,Springer,Germany,No,NA,DOI,2009,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Russian Linguistic Bulletin,Marina Sokolova Publishings ,Russian Federation,Yes,NA,DOI,2015,English,Peer review,Yes,6,CC BY,TRUE,Yes
International Journal of Biodiversity,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2013,English,Blind peer review,Yes,18,CC BY,TRUE,Yes
Neuroscience Journal,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2013,English,Blind peer review,Yes,14,CC BY,TRUE,Yes
Psychiatry Journal,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2013,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
International Journal of Genomics,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2013,English,Blind peer review,Yes,17,CC BY,TRUE,Yes
Journal of Renewable Energy,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2013,English,Blind peer review,Yes,21,CC BY,TRUE,Yes
Journal of Mathematics,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2013,English,Blind peer review,Yes,19,CC BY,TRUE,Yes
Journal of Materials,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2013,English,Blind peer review,Yes,13,CC BY,TRUE,Yes
Journal of Engineering,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2013,English,Blind peer review,Yes,17,CC BY,TRUE,Yes
Journal of Spectroscopy,Hindawi Limited,United Kingdom,Yes,NA,DOI,2009,English,Blind peer review,Yes,15,CC BY,TRUE,Yes
Journal of Complex Analysis ,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2013,English,Blind peer review,Yes,8,CC BY,TRUE,Yes
International Journal of Analysis,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2013,English,Blind peer review,Yes,26,CC BY,TRUE,Yes
Journal of Biomedical Education,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2013,English,Blind peer review,Yes,16,CC BY,TRUE,Yes
International Journal of Reproductive Medicine,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2013,English,Blind peer review,Yes,12,CC BY,TRUE,Yes
BioMed Research International,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2013,English,Blind peer review,Yes,19,CC BY,TRUE,Yes
Journal of Diabetes Research,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2013,English,Blind peer review,Yes,14,CC BY,TRUE,Yes
Journal of Immunology Research,Hindawi Limited,United Kingdom,Yes,Yes,DOI,1990,English,Blind peer review,Yes,15,CC BY,TRUE,Yes
Journal of Function Spaces,Hindawi Limited,United Kingdom,Yes,Yes,DOI,2003,English,Blind peer review,Yes,15,CC BY,TRUE,Yes
Nutrire,BioMed Central,United Kingdom,No,NA,DOI,2000,English,Blind peer review,Yes,12,CC BY,TRUE,Yes
Pennsylvania Libraries: Research & Practice,"University Library System, University of Pittsburgh",United States,No,NA,DOI,2013,English,Double blind peer review,NA,11,CC BY,TRUE,Yes
Dialogic Pedagogy,"University Library System, University of Pittsburgh",United States,No,NA,DOI,2013,English,Open peer review,NA,16,CC BY,TRUE,Yes
Journal of Youth Development,"University Library System, University of Pittsburgh",United States,No,NA,DOI,2017,English,Double blind peer review,NA,13,CC BY,TRUE,Yes
Eye and Vision,BioMed Central,United Kingdom,No,Yes,DOI,2015,English,Blind peer review,Yes,15,CC BY,TRUE,Yes
Undergraduate Journal of Mathematical Modeling: One + Two,University of South Florida,United States,No,NA,DOI,2013,English,Peer review,NA,5,CC BY-NC-SA,TRUE,Yes
Structural Dynamics,AIP Publishing LLC and ACA,United States,Yes,Yes,DOI,2014,English,Peer review,Yes,16,CC BY,TRUE,Yes
"Proceedings of the American Mathematical Society, Series B",American Mathematical Society ,United States,Yes,NA,DOI,2014,English,Blind peer review,Yes,20,CC BY-NC,TRUE,Yes
Sociological Science,Society for Sociological Science,United States,Yes,Yes,DOI,2014,English,Editorial review,Yes,6,CC BY,TRUE,Yes
